,player_id,player_name,dob,batting_hand,bowling_skill,country_name
363,363,KW Richardson,1991-12-02,Right-hand bat,Right-arm fast-medium,Australia
364,385,BCJ Cutting,1987-01-30,Right-hand bat,Right-arm fast-medium,Australia
365,436,B Geeves,1982-06-13,Right-hand bat,Right-arm fast-medium,Australia
366,451,BW Hilfenhaus,1983-03-15,Right-hand bat,Right-arm fast-medium,Australia
367,457,JW Hastings,1985-04-11,Right-hand bat,Right-arm fast-medium,Australia
368,459,GS Sandhu,1993-06-14,Left-hand bat,Right-arm fast-medium,Australia
369,464,SM Boland,1989-11-04,Right-hand bat,Right-arm fast-medium,Australia
370,10,CL White,1983-08-18,Right-hand bat,Legbreak googly,Australia
371,38,SK Warne,1969-09-13,Right-hand bat,Legbreak googly,Australia
372,430,A Zampa,1992-03-31,Right-hand bat,Legbreak googly,Australia
373,310,JP Faulkner,1990-04-29,Right-hand bat,Left-arm fast-medium,Australia
374,248,DE Bollinger,1981-07-24,Left-hand bat,Left-arm fast-medium,Australia
375,230,AC Voges,1979-04-10,Right-hand bat,Slow left-arm orthodox,Australia
376,328,MJ Clarke,1981-02-04,Right-hand bat,Slow left-arm orthodox,Australia
377,336,CA Lynn,1990-10-04,Right-hand bat,Slow left-arm orthodox,Australia
378,373,NJ Maddinson,1991-12-21,Left-hand bat,Slow left-arm orthodox,Australia
379,100,SE Marsh,1983-09-07,Left-hand bat,Slow left-arm orthodox,Australia
380,34,DS Lehmann,1970-05-02,Left-hand bat,Slow left-arm orthodox,Australia
381,254,AJ Finch,1986-11-17,Right-hand bat,Slow left-arm orthodox,Australia
382,316,GB Hogg,1971-06-02,Left-hand bat,Slow left-arm chinaman,Australia
383,28,SM Katich,1975-08-21,Left-hand bat,Slow left-arm chinaman,Australia
384,187,DA Warner,1986-10-27,Left-hand bat,Legbreak,Australia
385,405,PJ Cummins,1993-08-05,Right-hand bat,Right-arm fast,Australia
386,66,B Lee,1976-08-11,Right-hand bat,Right-arm fast,Australia
387,188,RJ Harris,1979-11-10,Right-hand bat,Right-arm fast,Australia
388,238,SW Tait,1983-02-22,Right-hand bat,Right-arm fast,Australia
389,371,NM Coulter-Nile,1987-11-10,Right-hand bat,Right-arm fast,Australia
390,289,AC Blizzard,1984-06-27,Left-hand bat,Left-arm medium,Australia
391,182,LA Carseldine,1975-11-17,Left-hand bat,Left-arm medium,Australia
392,378,MA Starc,1990-01-30,Left-hand bat,Left-arm fast,Australia
393,223,DP Nannes,1976-05-16,Right-hand bat,Left-arm fast,Australia
394,285,TR Birt,1981-09-12,Left-hand bat,Right-arm medium,Australia
395,105,Umar Gul,1984-04-14,Right-hand bat,Right-arm fast-medium,Pakistan
396,179,Shoaib Ahmed,1990-08-17,Right-hand bat,Right-arm fast-medium,Pakistan
397,69,Kamran Akmal,1982-01-13,Right-hand bat,Right-arm medium,Pakistan
398,144,Shoaib Akhtar,1975-08-13,Right-hand bat,Right-arm fast,Pakistan
399,86,Shoaib Malik,1982-01-02,Right-hand bat,Right-arm offbreak,Pakistan
400,70,Shahid Afridi,1980-01-03,Right-hand bat,Legbreak googly,Pakistan
401,113,Misbah-ul-Haq,1974-05-28,Right-hand bat,Legbreak,Pakistan
402,103,Salman Butt,1984-07-10,Left-hand bat,Right-arm offbreak,Pakistan
403,5,Mohammad Hafeez,1980-10-17,Right-hand bat,Right-arm offbreak,Pakistan
404,141,Younis Khan,1977-11-29,Right-hand bat,Right-arm medium,Pakistan
405,321,Azhar Mahmood,1975-02-28,Right-hand bat,Right-arm fast-medium,Pakistan
406,117,Mohammad Asif,1982-12-20,Left-hand bat,Right-arm fast-medium,Pakistan
407,102,Sohail Tanvir,1984-12-12,Left-hand bat,Left-arm medium-fast,Pakistan
408,149,CRD Fernando,1979-07-19,Right-hand bat,Right-arm fast-medium,Sri Lanka
409,324,KMDN Kulasekara,1982-07-22,Right-hand bat,Right-arm fast-medium,Sri Lanka
410,191,AD Mathews,1987-02-06,Right-hand bat,Right-arm fast-medium,Sri Lanka
411,348,BMAJ Mendis,1983-01-15,Left-hand bat,Legbreak,Sri Lanka
412,121,M Muralitharan,1972-04-17,Right-hand bat,Right-arm offbreak,Sri Lanka
413,111,LPC Silva,1979-12-14,Right-hand bat,Legbreak,Sri Lanka
414,174,BAW Mendis,1985-11-03,Right-hand bat,Right-arm offbreak,Sri Lanka
415,352,SMSM Senanayake,1985-09-02,Right-hand bat,Right-arm offbreak,Sri Lanka
416,278,S Randiv,1985-01-30,Right-hand bat,Right-arm offbreak,Sri Lanka
417,135,TM Dilshan,1976-10-14,Right-hand bat,Right-arm offbreak,Sri Lanka
418,341,MDKJ Perera,1990-08-17,Left-hand bat,Right-arm medium,Sri Lanka
419,26,KC Sangakkara,1977-10-27,Left-hand bat,Right-arm offbreak,Sri Lanka
420,194,SL Malinga,1983-08-28,Right-hand bat,Right-arm fast,Sri Lanka
421,64,DPMD Jayawardene,1977-05-27,Right-hand bat,Right-arm medium,Sri Lanka
422,127,CK Kapugedera,1987-02-24,Right-hand bat,Right-arm medium,Sri Lanka
423,98,DNT Zoysa,1978-05-13,Left-hand bat,Left-arm fast-medium,Sri Lanka
424,60,WPUJC Vaas,1974-01-27,Left-hand bat,Left-arm fast-medium,Sri Lanka
425,156,T Thushara,1981-01-03,Left-hand bat,Left-arm fast-medium,Sri Lanka
426,44,ST Jayasuriya,1969-06-30,Left-hand bat,Slow left-arm orthodox,Sri Lanka
427,280,NLTC Perera,1989-03-04,Left-hand bat,Right-arm medium-fast,Sri Lanka
428,362,DJG Sammy,1983-12-20,Right-hand bat,Right-arm medium-fast,West Indies
429,315,SP Narine,1988-05-26,Left-hand bat,Right-arm offbreak,West Indies
430,408,CR Brathwaite,1988-07-18,Right-hand bat,Right-arm fast-medium,West Indies
431,162,CH Gayle,1979-09-21,Left-hand bat,Right-arm offbreak,West Indies
432,309,KK Cooper,1989-02-16,Right-hand bat,Right-arm medium,West Indies
433,221,KA Pollard,1987-12-05,Right-hand bat,Right-arm medium-fast,West Indies
434,349,R Rampaul,1984-10-15,Left-hand bat,Right-arm fast-medium,West Indies
435,383,LMP Simmons,1985-01-25,Right-hand bat,Right-arm medium-fast,West Indies
436,391,JO Holder,1991-05-11,Right-hand bat,Right-arm medium-fast,West Indies
437,452,S Badree,1981-09-03,Right-hand bat,Legbreak,West Indies
438,165,FH Edwards,1982-06-02,Right-hand bat,Right-arm fast,West Indies
439,76,RR Sarwan,1980-06-23,Right-hand bat,Legbreak,West Indies
440,51,S Chanderpaul,1974-08-16,Left-hand bat,Legbreak,West Indies
441,240,KAJ Roach,1988-06-30,Right-hand bat,Right-arm fast,West Indies
442,334,AD Russell,1988-04-29,Right-hand bat,Right-arm fast,West Indies
443,456,K Santokie,1984-12-20,Left-hand bat,Left-arm medium,West Indies
444,71,DJ Bravo,1983-07-10,Right-hand bat,Right-arm medium-fast,West Indies
445,147,DR Smith,1983-12-04,Right-hand bat,Right-arm medium,West Indies
446,307,MN Samuels,1981-05-02,Right-hand bat,Right-arm offbreak,West Indies
447,129,T Taibu,1983-05-14,Right-hand bat,Right-arm medium,Zimbabwea
448,449,RW Price,1976-12-06,Right-hand bat,Slow left-arm orthodox,Zimbabwea
449,155,A Flintoff,1977-06-12,Right-hand bat,Right-arm fast-medium,England
450,224,MJ Lumb,1980-12-02,Left-hand bat,Right-arm medium,England
451,180,GR Napier,1980-06-01,Right-hand bat,Right-arm medium,England
452,216,EJG Morgan,1986-10-09,Left-hand bat,Right-arm medium,England
453,407,JC Buttler,1990-08-09,Right-hand bat,Right-arm medium,England
454,421,SW Billings,1991-06-15,Right-hand bat,Right-arm medium,England
455,358,LJ Wright,1985-07-03,Right-hand bat,Right-arm medium-fast,England
456,241,PD Collingwood,1976-05-26,Right-hand bat,Right-arm medium,England
457,434,CJ Jordan,1988-04-10,Right-hand bat,Right-arm fast-medium,England
458,137,AD Mascarenhas,1977-10-30,Right-hand bat,Right-arm fast-medium,England
459,161,RS Bopara,1985-04-05,Right-hand bat,Right-arm medium,England
460,242,CK Langeveldt,1974-12-17,Right-hand bat,Right-arm fast-medium,England
461,274,AC Thomas,1977-09-02,Right-hand bat,Right-arm fast-medium,England
462,204,OA Shah,1978-10-22,Right-hand bat,Right-arm offbreak,England
463,195,Mashrafe Mortaza,1983-05-10,Right-hand bat,Right-arm fast-medium,Bangladesh
464,460,Mustafizur Rahman,1995-06-09,Left-hand bat,Left-arm fast-medium,Bangladesh
465,276,Shakib Al Hasan,1987-03-24,Left-hand bat,Slow left-arm orthodox,Bangladesh
466,202,Mohammad Ashraful,1984-07-07,Right-hand bat,Right-arm offbreak,Bangladesh
467,145,Abdur Razzak,1982-06-15,Left-hand bat,Slow left-arm orthodox,Bangladesh
468,284,RN ten Doeschate,1980-06-30,Right-hand bat,Right-arm medium-fast,Netherlands
